CD8.Exhausted,Exhaustion,ENTPD1;HAVCR2;TIGIT;LAG3;PDCD1;BAFF;TOX;ID2;CCL3;PRF1;FASL;GZMB
CD8.Effector,Exhaustion,ENTPD1;HAVCR2;TIGIT;LAG3;PDCD1;BAFF;TOX;ID2;CCL3;PRF1;FASL;GZMB
CD8.Naive.Memory,Stemness,TCF7;LEF1;SELL;IL7R
CD8.Effector,Cytotoxicity,PRF1;FASL;GSMB
CD8.Naive.Memory,EM.Like,GZMK;CCL5;LY6C2;CXCR3;ID2
CD8.Effector,EM.Like,GZMK;CCL5;LY6C2;CXCR3;ID2
CD8.Naive.Memory,Memory.Like,XCL1;CD44;TCF7;CCR7;S1PR1
CD8.Naive.Memory,Naive.Like,TCF7;CCR7;SELL;IL7R;LEF1
